"IDN5";"NM5";"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"POINT_X";"POINT_Y"
838519;"Studené";508110;"Most pri Bratislave";108;"Senec";1;"Bratislavskı";-559864.48;-1284071.82
838527;"Most pri Bratislave";508110;"Most pri Bratislave";108;"Senec";1;"Bratislavskı";-562280.1;-1281510.49
838535;"Mostište";512940;"Dohòany";308;"Púchov";3;"Trenèiansky";-474926.75;-1174898.18
838543;"Mostová";503924;"Mostová";202;"Galanta";2;"Trnavskı";-530639.6;-1285619.37
838551;"Šoriakoš";503924;"Mostová";202;"Galanta";2;"Trnavskı";-534825.85;-1289343.07
838560;"Moškovec";512451;"Moškovec";509;"Turèianske Teplice";5;"ilinskı";-439563.18;-1203599.16
838578;"Mošovce";512460;"Mošovce";509;"Turèianske Teplice";5;"ilinskı";-431521.06;-1210867.01
838586;"Moštenica";508799;"Moštenica";601;"Banská Bystrica";6;"Banskobystrickı";-407211.99;-1218336.79
838594;"Mošurov";524905;"Mošurov";707;"Prešov";7;"Prešovskı";-262092.66;-1194817.54
838608;"Dolné Motešice";506273;"Motešice";309;"Trenèín";3;"Trenèiansky";-488305.38;-1213123.15
838616;"Horné Motešice";506273;"Motešice";309;"Trenèín";3;"Trenèiansky";-487001.11;-1210404.51
838659;"Motyèky";508802;"Motyèky";601;"Banská Bystrica";6;"Banskobystrickı";-413917.36;-1214604.57
838683;"Mrázovce";527611;"Mrázovce";711;"Stropkov";7;"Prešovskı";-230289.36;-1196887.19
838691;"Muèín";511625;"Muèín";606;"Luèenec";6;"Banskobystrickı";-380509.63;-1286203.26
833215;"Lovinobaòa";511552;"Lovinobaòa";606;"Luèenec";6;"Banskobystrickı";-387418.59;-1263415.13
833231;"Lozorno";508055;"Lozorno";106;"Malacky";1;"Bratislavskı";-574321.44;-1261193.09
833240;"Loín";522732;"Loín";807;"Michalovce";8;"Košickı";-221180.1;-1248031.41
833258;"¼ubá";503339;"¼ubá";404;"Nové Zámky";4;"Nitriansky";-466004.2;-1322734.19
833266;"Krá¾ovská ¼ube¾a";510793;"¼ube¾a";505;"Liptovskı Mikuláš";5;"ilinskı";-391075.61;-1200602.53
833274;"Zemianska ¼ube¾a";510793;"¼ube¾a";505;"Liptovskı Mikuláš";5;"ilinskı";-391395.18;-1194329.43
833291;"Lubeník";525928;"Lubeník";608;"Revúca";6;"Banskobystrickı";-342642.48;-1242706.39
833312;"¼ubica";523682;"¼ubica";703;"Kemarok";7;"Prešovskı";-317784.03;-1191508.67
833339;"¼ubietová";508748;"¼ubietová";601;"Banská Bystrica";6;"Banskobystrickı";-397500.21;-1230126.64
833398;"Lubina";506184;"Lubina";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-522418.39;-1210801.33
833495;"¼ubiša";520454;"¼ubiša";702;"Humenné";7;"Prešovskı";-211837.32;-1210219.43
833509;"¼ubochòa";510807;"¼ubochòa";508;"Ruomberok";5;"ilinskı";-414583.9;-1195957.42
833533;"¼uborèa";506281;"Nemšová";309;"Trenèín";3;"Trenèiansky";-492946.05;-1196304.2
833541;"¼uboreè";511561;"¼uboreè";606;"Luèenec";6;"Banskobystrickı";-394816.78;-1276242.95
833568;"¼uborieèka";516163;"¼uborieèka";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-393172.26;-1283105.17
833584;"¼ubotice";518590;"¼ubotice";707;"Prešov";7;"Prešovskı";-259141.94;-1207866.33
833606;"¼ubotín";526878;"¼ubotín";710;"Stará ¼ubovòa";7;"Prešovskı";-287018.53;-1178172.83
833614;"¼ubovec";524794;"¼ubovec";707;"Prešov";7;"Prešovskı";-268579.8;-1217912.09
833622;"Ruské Pek¾any";524794;"¼ubovec";707;"Prešov";7;"Prešovskı";-267321.32;-1220124.44
833631;"Malá Lúè";501743;"Lúè na Ostrove";201;"Dunajská Streda";2;"Trnavskı";-546761.62;-1303974.89
833649;"Ve¾ká Lúè";501743;"Lúè na Ostrove";201;"Dunajská Streda";2;"Trnavskı";-544945.57;-1303287.85
833657;"Luèatín";508756;"Luèatín";601;"Banská Bystrica";6;"Banskobystrickı";-404353.03;-1224651.39
833673;"Luèenec";511218;"Luèenec";606;"Luèenec";6;"Banskobystrickı";-382989.35;-1276831.86
833754;"Opatová";511218;"Luèenec";606;"Luèenec";6;"Banskobystrickı";-380026.93;-1273959.92
833797;"Mikušovce";580309;"Mikušovce";606;"Luèenec";6;"Banskobystrickı";-381529.3;-1279868.09
833924;"Lúèina";524808;"Lúèina";707;"Prešov";7;"Prešovskı";-249448.3;-1220811.84
833959;"Luèivná";523658;"Luèivná";706;"Poprad";7;"Prešovskı";-342519.83;-1198574.15
833967;"Lúèka";519537;"Lúèka";712;"Svidník";7;"Prešovskı";-244676.61;-1197210.79
833975;"Lúèka";524816;"Lúèka";708;"Sabinov";7;"Prešovskı";-279898.8;-1187870.15
833991;"Lúèka";525936;"Lúèka";808;"Roòava";8;"Košickı";-302189.29;-1246718.58
834009;"Lúèka";543314;"Lúèka";704;"Levoèa";7;"Prešovskı";-299471.64;-1201973.73
834017;"Lúèky";510815;"Lúèky";508;"Ruomberok";5;"ilinskı";-397223.15;-1184018.23
834033;"Lúèky";517046;"Lúèky";613;"iar nad Hronom";6;"Banskobystrickı";-436971.66;-1230821.14
834041;"Lúèky";522741;"Lúèky";807;"Michalovce";8;"Košickı";-205319.31;-1236132.71
834050;"Martinová";500470;"Lúènica nad itavou";403;"Nitra";4;"Nitriansky";-486913.61;-1282431.49
834068;"Vajka nad itavou";500470;"Lúènica nad itavou";403;"Nitra";4;"Nitriansky";-486611.25;-1280757.37
834076;"Ludanice";505048;"Ludanice";406;"Topo¾èany";4;"Nitriansky";-495816.9;-1247941.35
834084;"Ludrová";510823;"Ludrová";508;"Ruomberok";5;"ilinskı";-401892.22;-1194431.31
834092;"Luhyòa";528528;"Luhyòa";811;"Trebišov";8;"Košickı";-236001.02;-1266607.62
834106;"Lúka";506206;"Lúka";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-509345.73;-1228442.85
834114;"Lukáèovce";500488;"Lukáèovce";403;"Nitra";4;"Nitriansky";-509927.33;-1258837.38
834122;"Lukaèovce";520462;"Lukaèovce";702;"Humenné";7;"Prešovskı";-222472.89;-1207421.41
834131;"Lukavica";558087;"Lukavica";611;"Zvolen";6;"Banskobystrickı";-413696.97;-1238837.94
834149;"Lukavica";519545;"Lukavica";701;"Bardejov";7;"Prešovskı";-255422.46;-1179798.22
834165;"Lukov";519553;"Lukov";701;"Bardejov";7;"Prešovskı";-271820.88;-1175627.34
834173;"Venécia";519553;"Lukov";701;"Bardejov";7;"Prešovskı";-273672.86;-1176966.88
834181;"Lukové";518158;"Zvolen";611;"Zvolen";6;"Banskobystrickı";-414841.99;-1243385.51
834203;"Lukovištia";515175;"Lukovištia";609;"Rimavská Sobota";6;"Banskobystrickı";-355201.05;-1260990.88
834211;"Lúky";513334;"Lúky";308;"Púchov";3;"Trenèiansky";-481382.98;-1172744.84
834238;"Lula";502502;"Lula";402;"Levice";4;"Nitriansky";-480352.66;-1286465.02
834254;"Lupoè";511579;"Lupoè";606;"Luèenec";6;"Banskobystrickı";-392307.49;-1271597.93
834262;"Lutila";599336;"Lutila";613;"iar nad Hronom";6;"Banskobystrickı";-440899.36;-1238197.22
834289;"¼utina";524824;"¼utina";708;"Sabinov";7;"Prešovskı";-275755.31;-1189258.13
834319;"Lutiše";517763;"Lutiše";511;"ilina";5;"ilinskı";-426757.81;-1165350.42
834360;"¼utov";505056;"¼utov";301;"Bánovce nad Bebravou";3;"Trenèiansky";-480169.49;-1217566.0
834378;"Luany";505064;"Luany";406;"Topo¾èany";4;"Nitriansky";-503143.3;-1245815.01
834386;"Luany pri Topli";519561;"Luany pri Topli";712;"Svidník";7;"Prešovskı";-242743.67;-1195394.33
834408;"Luianky";580899;"Luianky";403;"Nitra";4;"Nitriansky";-503827.67;-1265938.34
834416;"Lysá nad Dunajcom";523836;"Spišská Stará Ves";703;"Kemarok";7;"Prešovskı";-326908.42;-1160715.51
834483;"Lysá pod Makytou";513342;"Lysá pod Makytou";308;"Púchov";3;"Trenèiansky";-485051.3;-1170949.55
834581;"Lysica";517771;"Lysica";511;"ilina";5;"ilinskı";-429410.07;-1169878.95
834599;"Macov";555606;"Macov";201;"Dunajská Streda";2;"Trnavskı";-550935.28;-1296560.59
834602;"Maèov";513962;"Diviaky nad Nitricou";307;"Prievidza";3;"Trenèiansky";-463670.56;-1220286.65
834637;"Madaèka";511226;"Ábelová";606;"Luèenec";6;"Banskobystrickı";-401682.03;-1263350.65
834670;"Madunice";507288;"Madunice";203;"Hlohovec";2;"Trnavskı";-520165.97;-1247530.73
834696;"Kopráš";525944;"Magnezitovce";608;"Revúca";6;"Banskobystrickı";-336907.13;-1239687.34
834700;"Mníšany";525944;"Magnezitovce";608;"Revúca";6;"Banskobystrickı";-339065.29;-1241121.84
834718;"Machulince";500500;"Machulince";407;"Zlaté Moravce";4;"Nitriansky";-471386.76;-1260879.4
834726;"Majcichov";507296;"Majcichov";207;"Trnava";2;"Trnavskı";-534527.07;-1268645.82
834734;"Majere";523674;"Majere";703;"Kemarok";7;"Prešovskı";-323155.5;-1160893.18
834742;"Majerovce";528838;"Majerovce";713;"Vranov nad Top¾ou";7;"Prešovskı";-228316.96;-1222084.24
834858;"Makov";509299;"Makov";502;"Èadca";5;"ilinskı";-462578.5;-1154771.18
834955;"Makovce";527521;"Makovce";711;"Stropkov";7;"Prešovskı";-224384.03;-1181634.06
834963;"Malá Èalomija";516171;"Malá Èalomija";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-417263.0;-1301006.63
834971;"Malá Èausa";514179;"Malá Èausa";307;"Prievidza";3;"Trenèiansky";-449140.47;-1217833.44
834980;"Malá Èierna";517780;"Malá Èierna";511;"ilina";5;"ilinskı";-454524.11;-1184175.46
834998;"Malá Domaša";528846;"Malá Domaša";713;"Vranov nad Top¾ou";7;"Prešovskı";-228118.56;-1212229.9
835005;"Malá Franková";559938;"Malá Franková";703;"Kemarok";7;"Prešovskı";-329516.81;-1171280.45
835021;"Malá Hradná";505072;"Malá Hradná";301;"Bánovce nad Bebravou";3;"Trenèiansky";-489743.85;-1220294.36
835030;"Malá Ida";521655;"Malá Ida";806;"Košice - okolie";8;"Košickı";-269759.48;-1244122.91
835102;"Malá Lehota";517062;"Malá Lehota";612;"arnovica";6;"Banskobystrickı";-462042.96;-1251560.39
835137;"Malá Lodina";521663;"Malá Lodina";806;"Košice - okolie";8;"Košickı";-271389.93;-1220858.77
835161;"Malá Maèa";582638;"Malá Maèa";202;"Galanta";2;"Trnavskı";-533064.78;-1275312.68
835170;"Malá nad Hronom";503347;"Malá nad Hronom";404;"Nové Zámky";4;"Nitriansky";-459533.74;-1323219.98
835188;"Malá Po¾ana";527530;"Malá Po¾ana";711;"Stropkov";7;"Prešovskı";-218492.73;-1179221.6
835196;"Malacky";508063;"Malacky";106;"Malacky";1;"Bratislavskı";-576734.41;-1247609.26
835382;"Málaš";502511;"Málaš";402;"Levice";4;"Nitriansky";-469171.29;-1300408.57
835391;"Malatiná";509825;"Malatiná";503;"Dolnı Kubín";5;"ilinskı";-392305.45;-1179523.82
835412;"Malatíny";510831;"Malatíny";505;"Liptovskı Mikuláš";5;"ilinskı";-392229.26;-1193465.31
835447;"Malcov";519570;"Malcov";701;"Bardejov";7;"Prešovskı";-275025.98;-1175242.85
835455;"Hradištská Mo¾va";522759;"Malèice";807;"Michalovce";8;"Košickı";-222934.63;-1256979.07
835463;"Malèice";522759;"Malèice";807;"Michalovce";8;"Košickı";-220605.46;-1258052.73
835471;"Malé Bedzany";504998;"Topo¾èany";406;"Topo¾èany";4;"Nitriansky";-490298.69;-1238084.38
835480;"Malé Bielice";505315;"Partizánske";305;"Partizánske";3;"Trenèiansky";-478546.09;-1235084.37
835498;"Malé Borové";510840;"Malé Borové";505;"Liptovskı Mikuláš";5;"ilinskı";-384945.91;-1176127.59
835510;"Malé Hoste";505102;"Malé Hoste";301;"Bánovce nad Bebravou";3;"Trenèiansky";-492076.42;-1226277.98
835528;"Malé Chlievany";542652;"Bánovce nad Bebravou";301;"Bánovce nad Bebravou";3;"Trenèiansky";-485468.52;-1224267.46
835536;"Malé Chyndice";556785;"Malé Chyndice";403;"Nitra";4;"Nitriansky";-485206.2;-1271196.4
835544;"Malé Kosihy";503355;"Malé Kosihy";404;"Nové Zámky";4;"Nitriansky";-454485.06;-1315918.99
835552;"Malé Košecké Podhradie";513351;"Košecké Podhradie";302;"Ilava";3;"Trenèiansky";-477389.13;-1197970.06
835587;"Malé Kozmálovce";581135;"Malé Kozmálovce";402;"Levice";4;"Nitriansky";-468948.16;-1275807.45
835595;"Malé Kršteòany";505129;"Malé Kršteòany";305;"Partizánske";3;"Trenèiansky";-470612.37;-1234362.47
835617;"Malé Lednice";557579;"Malé Lednice";306;"Povaská Bystrica";3;"Trenèiansky";-456961.21;-1187887.35
835625;"Malé Leváre";504556;"Malé Leváre";106;"Malacky";1;"Bratislavskı";-580831.67;-1239773.04
835633;"Malé Ludince";502537;"Malé Ludince";402;"Levice";4;"Nitriansky";-457103.75;-1309266.62
835641;"Malé Orvište";507385;"Ostrov";204;"Piešany";2;"Trnavskı";-519017.67;-1232266.03
835650;"Malé Ozorovce";528536;"Malé Ozorovce";811;"Trebišov";8;"Košickı";-238334.79;-1244152.21
835668;"Malé Raškovce";522767;"Malé Raškovce";807;"Michalovce";8;"Košickı";-215586.32;-1257343.97
835676;"Malé Ripòany";505137;"Malé Ripòany";406;"Topo¾èany";4;"Nitriansky";-506107.84;-1250146.1
835684;"Malé Stankovce";545741;"Trenèianske Stankovce";309;"Trenèín";3;"Trenèiansky";-500013.41;-1212384.18
835692;"Malé Straciny";558206;"Malé Straciny";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-402072.43;-1288572.54
835706;"Malé Trakany";528544;"Malé Trakany";811;"Trebišov";8;"Košickı";-200441.19;-1277289.84
835714;"Malé Uherce";580953;"Malé Uherce";305;"Partizánske";3;"Trenèiansky";-473359.12;-1237421.38
835722;"Malé Vozokany";555924;"Malé Vozokany";407;"Zlaté Moravce";4;"Nitriansky";-475911.05;-1271348.15
835749;"Malé Záluie";500534;"Malé Záluie";403;"Nitra";4;"Nitriansky";-505230.06;-1254733.22
835757;"Malé Zlievce";516198;"Malé Zlievce";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-400214.29;-1291756.72
835773;"Málinec";511595;"Málinec";607;"Poltár";6;"Banskobystrickı";-381050.44;-1254973.78
835790;"Malinová";514187;"Malinová";307;"Prievidza";3;"Trenèiansky";-457671.23;-1211187.4
835803;"Malinovo";508071;"Malinovo";108;"Senec";1;"Bratislavskı";-559242.09;-1280445.42
835811;"Patov";508071;"Malinovo";108;"Senec";1;"Bratislavskı";-558100.66;-1284584.72
835820;"Maluiná";510858;"Maluiná";505;"Liptovskı Mikuláš";5;"ilinskı";-365893.23;-1208860.57
835846;"Malı Èepèín";512443;"Malı Èepèín";509;"Turèianske Teplice";5;"ilinskı";-439298.19;-1208391.46
835854;"Malı Horeš";528552;"Malı Horeš";811;"Trebišov";8;"Košickı";-213522.47;-1277678.68
835862;"Malı Kamenec";528561;"Malı Kamenec";811;"Trebišov";8;"Košickı";-225525.46;-1282657.73
835871;"Malı Kiar";502031;"Levice";402;"Levice";4;"Nitriansky";-456665.91;-1287000.77
835889;"Malı Krtíš";558192;"Malı Krtíš";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-406193.85;-1290285.75
835897;"Malı Lipník";526886;"Malı Lipník";710;"Stará ¼ubovòa";7;"Prešovskı";-293721.18;-1169647.98
835901;"Malı Slavkov";581241;"Malı Slavkov";703;"Kemarok";7;"Prešovskı";-325271.02;-1188763.99
835919;"Malı Slivník";524832;"Malı Slivník";707;"Prešov";7;"Prešovskı";-260303.73;-1195191.52
835943;"Malı Šariš";524841;"Malı Šariš";707;"Prešov";7;"Prešovskı";-267054.28;-1206494.12
835960;"Malenice";507318;"Malenice";207;"Trnava";2;"Trnavskı";-529341.42;-1251373.28
835994;"Malá Maòa";503363;"Maòa";404;"Nové Zámky";4;"Nitriansky";-488347.71;-1289291.14
838721;"Mudroòovo";501271;"Mudroòovo";401;"Komárno";4;"Nitriansky";-486476.88;-1324669.45
838730;"Mudrovce";521701;"Mudrovce";806;"Košice - okolie";8;"Košickı";-246687.16;-1227674.25
838756;"Mu¾a";516228;"Mu¾a";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-394042.63;-1288594.08
838764;"Mu¾ka";511927;"Trebe¾ovce";606;"Luèenec";6;"Banskobystrickı";-380644.12;-1282034.85
838772;"Muráò";525987;"Muráò";608;"Revúca";6;"Banskobystrickı";-353842.79;-1230365.27
838799;"Muránska Dlhá Lúka";525995;"Muránska Dlhá Lúka";608;"Revúca";6;"Banskobystrickı";-349983.6;-1235760.12
838802;"Muránska Huta";526002;"Muránska Huta";608;"Revúca";6;"Banskobystrickı";-345912.19;-1229007.14
838811;"Muránska Lehota";526011;"Muránska Lehota";608;"Revúca";6;"Banskobystrickı";-352615.71;-1235216.44
838829;"Muránska Zdychava";526029;"Muránska Zdychava";608;"Revúca";6;"Banskobystrickı";-343127.88;-1230836.52
838837;"Mútne";509850;"Mútne";507;"Námestovo";5;"ilinskı";-401067.86;-1146215.44
838896;"Mula";503401;"Mula";404;"Nové Zámky";4;"Nitriansky";-468576.84;-1329633.59
838926;"Myjava";504581;"Myjava";303;"Myjava";3;"Trenèiansky";-532692.41;-1216642.91
839019;"Grinava";508179;"Pezinok";107;"Pezinok";1;"Bratislavskı";-563942.07;-1267062.33
839027;"Myslina";520501;"Myslina";702;"Humenné";7;"Prešovskı";-217858.12;-1216010.53
839108;"Mıtna";511641;"Mıtna";606;"Luèenec";6;"Banskobystrickı";-391732.22;-1257380.33
839124;"Mıtna Nová Ves";505048;"Ludanice";406;"Topo¾èany";4;"Nitriansky";-497107.48;-1250244.23
839141;"Mıtne Ludany";502570;"Mıtne Ludany";402;"Levice";4;"Nitriansky";-458310.92;-1289180.79
839159;"Bystrá";557251;"Bystrá";603;"Brezno";6;"Banskobystrickı";-382050.85;-1213922.75
839175;"Mıto pod Ïumbierom";508811;"Mıto pod Ïumbierom";603;"Brezno";6;"Banskobystrickı";-381143.03;-1217996.09
839205;"Nacina Ves";522805;"Nacina Ves";807;"Michalovce";8;"Košickı";-221396.66;-1230276.08
839221;"Livina";556173;"Livina";305;"Partizánske";3;"Trenèiansky";-484069.73;-1233869.39
839230;"Nadlice";505170;"Nadlice";305;"Partizánske";3;"Trenèiansky";-484789.03;-1235362.6
839248;"Òagov";520519;"Òagov";705;"Medzilaborce";7;"Prešovskı";-210089.2;-1181941.16
839256;"Naháè";507351;"Naháè";207;"Trnava";2;"Trnavskı";-539129.16;-1238154.85
839299;"Nálepkovo";543373;"Nálepkovo";801;"Gelnica";8;"Košickı";-310433.52;-1225766.69
839345;"Námestovo";509868;"Námestovo";507;"Námestovo";5;"ilinskı";-389210.12;-1153981.29
839353;"Slanica";509868;"Námestovo";507;"Námestovo";5;"ilinskı";-385252.99;-1155498.19
839361;"Námestovské Pilsko";509868;"Námestovo";507;"Námestovo";5;"ilinskı";-396173.24;-1142358.73
839370;"Nandra";526037;"Nandra";608;"Revúca";6;"Banskobystrickı";-342430.91;-1247063.72
839388;"Návojovce";505315;"Partizánske";305;"Partizánske";3;"Trenèiansky";-476173.7;-1233439.88
839400;"Necpaly";512478;"Necpaly";506;"Martin";5;"ilinskı";-425631.83;-1202278.89
839418;"Nedanovce";505196;"Nedanovce";305;"Partizánske";3;"Trenèiansky";-481595.33;-1239966.31
839426;"Nedašovce";505200;"Nedašovce";301;"Bánovce nad Bebravou";3;"Trenèiansky";-478411.98;-1231468.37
839434;"Neded";503932;"Neded";405;"Ša¾a";4;"Nitriansky";-512778.17;-1303479.96
839442;"Nededza";517828;"Nededza";511;"ilina";5;"ilinskı";-435703.85;-1171945.46
839451;"Nedelište";511226;"Ábelová";606;"Luèenec";6;"Banskobystrickı";-400175.38;-1268734.34
839469;"Brezany";514209;"Nedoery-Brezany";307;"Prievidza";3;"Trenèiansky";-450850.97;-1215768.0
839477;"Nedoery";514209;"Nedoery-Brezany";307;"Prievidza";3;"Trenèiansky";-452098.5;-1214573.5
839485;"Nechválova Polianka";520527;"Nechválova Polianka";702;"Humenné";7;"Prešovskı";-199089.35;-1202458.35
839493;"Nemcovce";519626;"Nemcovce";701;"Bardejov";7;"Prešovskı";-248057.92;-1184969.26
839507;"Nemcovce";524913;"Nemcovce";707;"Prešov";7;"Prešovskı";-252052.63;-1202674.59
839558;"Nemèice";581305;"Nemèice";406;"Topo¾èany";4;"Nitriansky";-494211.74;-1243009.45
839566;"Nemèiòany";500585;"Nemèiòany";407;"Zlaté Moravce";4;"Nitriansky";-472328.74;-1272490.39
839574;"Rohonica";500585;"Nemèiòany";407;"Zlaté Moravce";4;"Nitriansky";-474212.57;-1272572.61
839591;"Nemecká";508829;"Nemecká";603;"Brezno";6;"Banskobystrickı";-396237.93;-1222332.22
839612;"Nemeèky";505226;"Nemeèky";406;"Topo¾èany";4;"Nitriansky";-494122.24;-1228692.87
839621;"Nemešany";543381;"Nemešany";704;"Levoèa";7;"Prešovskı";-303255.6;-1205386.66
839639;"Nemšová";506281;"Nemšová";309;"Trenèín";3;"Trenèiansky";-490972.14;-1196270.4
839655;"Nenince";516236;"Nenince";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-414263.45;-1294331.01
839663;"Bošianska Neporadza";506290;"Neporadza";309;"Trenèín";3;"Trenèiansky";-489577.84;-1211898.63
839671;"Roòová Neporadza";506290;"Neporadza";309;"Trenèín";3;"Trenèiansky";-490627.47;-1212476.91
839680;"Neporadza";515205;"Neporadza";609;"Rimavská Sobota";6;"Banskobystrickı";-328687.67;-1275339.69
839728;"Nesluša";509302;"Nesluša";504;"Kysucké Nové Mesto";5;"ilinskı";-442847.08;-1159441.91
839817;"Nesvady";501280;"Nesvady";401;"Komárno";4;"Nitriansky";-501962.63;-1311833.37
839833;"Neverice";500593;"Neverice";407;"Zlaté Moravce";4;"Nitriansky";-484892.3;-1264418.76
839841;"Nevidzany";500607;"Nevidzany";407;"Zlaté Moravce";4;"Nitriansky";-478269.73;-1274191.57
839850;"Nevidzany";514217;"Nevidzany";307;"Prievidza";3;"Trenèiansky";-464031.63;-1211440.56
839868;"Nevo¾né";517089;"Nevo¾né";613;"iar nad Hronom";6;"Banskobystrickı";-432734.85;-1234067.03
839884;"Nimnica";557447;"Nimnica";308;"Púchov";3;"Trenèiansky";-471896.81;-1177726.58
839914;"Nitra";500011;"Nitra";403;"Nitra";4;"Nitriansky";-500569.48;-1270138.67
840076;"Horné Krškany";500011;"Nitra";403;"Nitra";4;"Nitriansky";-500318.42;-1272700.3
840165;"Párovské Háje";500011;"Nitra";403;"Nitra";4;"Nitriansky";-503861.14;-1271721.54
840203;"Kynek";500011;"Nitra";403;"Nitra";4;"Nitriansky";-504107.61;-1269143.73
840254;"Mlynárce";500011;"Nitra";403;"Nitra";4;"Nitriansky";-502207.31;-1267943.61
840319;"Zobor";500011;"Nitra";403;"Nitra";4;"Nitriansky";-499401.83;-1266860.67
840378;"Chrenová";500011;"Nitra";403;"Nitra";4;"Nitriansky";-495528.99;-1270211.24
840564;"Mikov dvor";500011;"Nitra";403;"Nitra";4;"Nitriansky";-497003.34;-1270129.2
840980;"Niné Ladièkovce";520543;"Niné Ladièkovce";702;"Humenné";7;"Prešovskı";-214055.66;-1208656.93
840998;"Niné Nemecké";522821;"Niné Nemecké";809;"Sobrance";8;"Košickı";-191038.66;-1250329.29
841021;"Niné Raslavice";519936;"Raslavice";701;"Bardejov";7;"Prešovskı";-254997.96;-1193022.17
841030;"Niné Repaše";543390;"Niné Repaše";704;"Levoèa";7;"Prešovskı";-300534.08;-1195696.18
841048;"Niné Rubachy";526916;"Niné Rubachy";710;"Stará ¼ubovòa";7;"Prešovskı";-309015.33;-1174625.23
841056;"Niné Valice";515795;"Valice";609;"Rimavská Sobota";6;"Banskobystrickı";-341811.36;-1264954.96
841064;"Ninı Èaj";521744;"Ninı Èaj";806;"Košice - okolie";8;"Košickı";-253191.73;-1245644.72
841072;"Ninı Hrabovec";528901;"Ninı Hrabovec";713;"Vranov nad Top¾ou";7;"Prešovskı";-225110.18;-1226229.36
841099;"Ninı Hrušov";528919;"Ninı Hrušov";713;"Vranov nad Top¾ou";7;"Prešovskı";-224755.04;-1232093.68
841129;"Ninı Klátov";521752;"Ninı Klátov";806;"Košice - okolie";8;"Košickı";-270729.17;-1237626.77
841137;"Ninı Komárnik";527653;"Ninı Komárnik";712;"Svidník";7;"Prešovskı";-225900.25;-1167578.98
841145;"Ninı Kruèov";528927;"Ninı Kruèov";713;"Vranov nad Top¾ou";7;"Prešovskı";-232883.36;-1220400.46
841153;"Ninı Lánec";521761;"Ninı Lánec";806;"Košice - okolie";8;"Košickı";-274591.64;-1259584.4
841161;"Ninı Mirošov";527661;"Ninı Mirošov";712;"Svidník";7;"Prešovskı";-244015.59;-1169355.52
841170;"Ninı Orlík";527670;"Ninı Orlík";712;"Svidník";7;"Prešovskı";-239901.74;-1172659.39
841188;"Ninı Slavkov";524921;"Ninı Slavkov";708;"Sabinov";7;"Prešovskı";-289878.46;-1196373.11
841196;"Ninı Tvaroec";519669;"Ninı Tvaroec";701;"Bardejov";7;"Prešovskı";-264493.84;-1167491.67
841871;"Nová Sedlica";520551;"Nová Sedlica";709;"Snina";7;"Prešovskı";-168628.72;-1205348.99
841901;"Nová Strá";501026;"Komárno";401;"Komárno";4;"Nitriansky";-509178.38;-1327694.97
841927;"Nová Ves";516244;"Nová Ves";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-405481.07;-1291951.75
841935;"Nová Ves nad Váhom";556459;"Nová Ves nad Váhom";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-509130.26;-1221710.93
841943;"Nová Ves nad itavou";500631;"Nová Ves nad itavou";403;"Nitra";4;"Nitriansky";-482289.87;-1273575.98
841960;"Nová Vieska";503436;"Nová Vieska";404;"Nové Zámky";4;"Nitriansky";-476356.84;-1320643.37
841978;"Nováèany";521787;"Nováèany";806;"Košice - okolie";8;"Košickı";-277165.39;-1241522.17
842001;"Nováky";514268;"Nováky";307;"Prievidza";3;"Trenèiansky";-461707.36;-1227273.88
842010;"Nové Hony";511676;"Nové Hony";606;"Luèenec";6;"Banskobystrickı";-370932.94;-1272403.2
842036;"Nové Košariská";545333;"Dunajská Luná";108;"Senec";1;"Bratislavskı";-561829.95;-1287912.58
842044;"Nové Mesto nad Váhom";506338;"Nové Mesto nad Váhom";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-514555.15;-1218194.99
842265;"Nové Osady";504131;"Ve¾ké Ú¾any";202;"Galanta";2;"Trnavskı";-538893.16;-1286168.89
842311;"Nové Sady";500640;"Nové Sady";403;"Nitra";4;"Nitriansky";-507636.86;-1255814.79
842320;"Nové Zámky";503011;"Nové Zámky";404;"Nové Zámky";4;"Nitriansky";-496957.29;-1304901.33
842851;"Novosad";528617;"Novosad";811;"Trebišov";8;"Košickı";-227854.39;-1262234.55
842877;"Novo";509884;"Novo";507;"Námestovo";5;"ilinskı";-404611.66;-1151223.5
842893;"Malı Ruskov";528625;"Novı Ruskov";811;"Trebišov";8;"Košickı";-233554.9;-1249962.26
842907;"Ve¾kı Ruskov";528625;"Novı Ruskov";811;"Trebišov";8;"Košickı";-232246.71;-1248322.86
842915;"Novı Salaš";521809;"Novı Salaš";806;"Košice - okolie";8;"Košickı";-246206.34;-1253412.5
842923;"Marušová";502596;"Novı Tekov";402;"Levice";4;"Nitriansky";-467950.01;-1280695.66
