"IDN5";"NM5";"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"POINT_X";"POINT_Y"
802808;"Bešeòov";503070;"Bešeòov";404;"Nové Zámky";4;"Nitriansky";-488472.28;-1299869.65
802816;"Bešeòová";510301;"Bešeòová";508;"Ruomberok";5;"ilinskı";-393156.5;-1188659.79
802824;"Betlanovce";526398;"Betlanovce";810;"Spišská Nová Ves";8;"Košickı";-327764.59;-1208810.64
802841;"Betliar";525545;"Betliar";808;"Roòava";8;"Košickı";-316754.11;-1236605.79
802867;"Beovce";522325;"Beovce";809;"Sobrance";8;"Košickı";-198564.34;-1250370.91
802875;"Bidovce";521183;"Bidovce";806;"Košice - okolie";8;"Košickı";-249616.96;-1237537.22
802905;"Biel";528145;"Biel";811;"Trebišov";8;"Košickı";-205444.83;-1277033.5
802913;"Bielovce";502073;"Bielovce";402;"Levice";4;"Nitriansky";-452362.33;-1308536.7
802921;"Biely Kostol";580473;"Biely Kostol";207;"Trnava";2;"Trnavskı";-540218.35;-1259313.21
802930;"Bijacovce";526401;"Bijacovce";704;"Levoèa";7;"Prešovskı";-293671.97;-1202410.87
802948;"Bílkove Humence";504211;"Bílkove Humence";205;"Senica";2;"Trnavskı";-558907.69;-1232569.35
802956;"Bíòa";503088;"Bíòa";404;"Nové Zámky";4;"Nitriansky";-462389.48;-1315492.63
802972;"Bíòovce";506788;"Bíòovce";207;"Trnava";2;"Trnavskı";-541297.56;-1244456.72
802981;"Biskupice";542652;"Bánovce nad Bebravou";301;"Bánovce nad Bebravou";3;"Trenèiansky";-484055.98;-1226437.21
802999;"Biskupice";557315;"Biskupice";606;"Luèenec";6;"Banskobystrickı";-371306.19;-1286565.24
803006;"Biskupová";542695;"Biskupová";406;"Topo¾èany";4;"Nitriansky";-505714.98;-1251871.92
803014;"Bitarová";547522;"Bitarová";511;"ilina";5;"ilinskı";-448360.34;-1173502.45
803022;"Blahová";501484;"Blahová";201;"Dunajská Streda";2;"Trnavskı";-541280.34;-1289627.95
803031;"Blatná na Ostrove";501492;"Blatná na Ostrove";201;"Dunajská Streda";2;"Trnavskı";-550701.78;-1298994.53
803057;"Blatná Polianka";522333;"Blatná Polianka";809;"Sobrance";8;"Košickı";-200665.81;-1245671.18
803065;"Blatné";507822;"Blatné";108;"Senec";1;"Bratislavskı";-549821.19;-1268908.08
803073;"Blatné Remety";522341;"Blatné Remety";809;"Sobrance";8;"Košickı";-201120.26;-1243414.82
803090;"Blatné Revištia";522350;"Blatné Revištia";809;"Sobrance";8;"Košickı";-202579.94;-1240476.04
803103;"Blatnica";512079;"Blatnica";506;"Martin";5;"ilinskı";-427556.11;-1207128.01
803111;"Blaice";521191;"Blaice";806;"Košice - okolie";8;"Košickı";-251192.44;-1245558.31
803146;"Blaovce";512087;"Blaovce";509;"Turèianske Teplice";5;"ilinskı";-438067.72;-1204329.39
803162;"Blesovce";542709;"Blesovce";406;"Topo¾èany";4;"Nitriansky";-500554.1;-1241810.7
803171;"Blhovce";514543;"Blhovce";609;"Rimavská Sobota";6;"Banskobystrickı";-362967.57;-1284040.78
803197;"Bobot";505854;"Bobot";309;"Trenèín";3;"Trenèiansky";-484948.5;-1209305.59
803201;"Bobotská Lehota";505854;"Bobot";309;"Trenèín";3;"Trenèiansky";-486041.54;-1215463.61
803219;"Bobrov";509582;"Bobrov";507;"Námestovo";5;"ilinskı";-382263.31;-1151988.84
803227;"Bobrovèek";510319;"Bobrovèek";505;"Liptovskı Mikuláš";5;"ilinskı";-381360.29;-1185655.99
803235;"Bobrovec";510327;"Bobrovec";505;"Liptovskı Mikuláš";5;"ilinskı";-379024.1;-1183632.62
803243;"Bobrovník";510335;"Bobrovník";505;"Liptovskı Mikuláš";5;"ilinskı";-390465.68;-1187783.53
803286;"Bodice";510262;"Liptovskı Mikuláš";505;"Liptovskı Mikuláš";5;"ilinskı";-384454.54;-1195509.75
803294;"Bodiná";557633;"Bodiná";306;"Povaská Bystrica";3;"Trenèiansky";-456887.0;-1183517.0
803308;"Bodorová";512095;"Bodorová";509;"Turèianske Teplice";5;"ilinskı";-437452.67;-1208179.5
803316;"Kevice";512095;"Bodorová";509;"Turèianske Teplice";5;"ilinskı";-437798.96;-1207028.3
800015;"Ábelová";511226;"Ábelová";606;"Luèenec";6;"Banskobystrickı";-398424.84;-1264969.78
800040;"Abovce";557757;"Abovce";609;"Rimavská Sobota";6;"Banskobystrickı";-332652.73;-1281159.32
800058;"Abrahám";503673;"Abrahám";202;"Galanta";2;"Trnavskı";-534662.72;-1273102.57
800066;"Abrahámovce";519014;"Abrahámovce";701;"Bardejov";7;"Prešovskı";-254279.46;-1190399.2
800074;"Abrahámovce";523399;"Abrahámovce";703;"Kemarok";7;"Prešovskı";-319867.9;-1200708.64
800091;"Abramová";512044;"Abramová";509;"Turèianske Teplice";5;"ilinskı";-441985.27;-1204860.33
800112;"Abranovce";524158;"Abranovce";707;"Prešov";7;"Prešovskı";-254283.77;-1215789.6
800121;"Adamovské Kochanovce";505838;"Adamovské Kochanovce";309;"Trenèín";3;"Trenèiansky";-506579.03;-1206888.43
800155;"Adidovce";520012;"Adidovce";702;"Humenné";7;"Prešovskı";-202402.74;-1208505.39
800163;"Alekšince";500020;"Alekšince";403;"Nitra";4;"Nitriansky";-508779.64;-1263419.45
800180;"Andaè";500950;"Zbehy";403;"Nitra";4;"Nitriansky";-507228.26;-1261142.42
800198;"Andovce";503029;"Andovce";404;"Nové Zámky";4;"Nitriansky";-502444.4;-1304995.79
800201;"Andrejová";519022;"Andrejová";701;"Bardejov";7;"Prešovskı";-253860.3;-1171384.32
800210;"Svätı Anton";516597;"Svätı Anton";602;"Banská Štiavnica";6;"Banskobystrickı";-434867.55;-1263232.17
800236;"Ardanovce";556220;"Ardanovce";406;"Topo¾èany";4;"Nitriansky";-511154.26;-1241752.25
800252;"Ardovo";525537;"Ardovo";808;"Roòava";8;"Košickı";-324615.79;-1258021.65
800261;"Arnutovce";526363;"Arnutovce";810;"Spišská Nová Ves";8;"Košickı";-317343.37;-1207804.31
800287;"Malı Báb";500046;"Báb";403;"Nitra";4;"Nitriansky";-516430.82;-1269027.89
800295;"Ve¾kı Báb";500046;"Báb";403;"Nitra";4;"Nitriansky";-514005.32;-1269148.39
800309;"Babie";544060;"Babie";713;"Vranov nad Top¾ou";7;"Prešovskı";-244014.67;-1201700.3
800317;"Babín";509558;"Babín";507;"Námestovo";5;"ilinskı";-395632.38;-1164631.64
800325;"Babin Potok";525294;"Teròa";707;"Prešov";7;"Prešovskı";-264089.46;-1194338.92
800333;"Babiná";518166;"Babiná";611;"Zvolen";6;"Banskobystrickı";-425925.95;-1261312.58
800341;"Babindol";581623;"Babindol";403;"Nitra";4;"Nitriansky";-488921.18;-1272737.25
800350;"Babinec";514489;"Babinec";609;"Rimavská Sobota";6;"Banskobystrickı";-356413.89;-1256970.32
800376;"Babkov";517755;"Lietavská Svinná-Babkov";511;"ilina";5;"ilinskı";-451813.48;-1179456.35
800384;"Bacúch";508446;"Bacúch";603;"Brezno";6;"Banskobystrickı";-369425.3;-1222185.04
800392;"Bacúrov";518174;"Bacúrov";611;"Zvolen";6;"Banskobystrickı";-426652.89;-1251950.28
800406;"Báè";501441;"Báè";201;"Dunajská Streda";2;"Trnavskı";-555361.49;-1297903.97
800414;"Baèka";528102;"Baèka";811;"Trebišov";8;"Košickı";-206649.44;-1273475.85
800422;"Baèkov";528111;"Baèkov";811;"Trebišov";8;"Košickı";-237132.58;-1236774.12
800431;"Baèkovík";521141;"Baèkovík";806;"Košice - okolie";8;"Košickı";-249578.28;-1233109.17
800457;"Báèovce";518425;"Hontianske Tesáre";605;"Krupina";6;"Banskobystrickı";-439423.42;-1282420.02
800465;"Baïan";516601;"Baïan";602;"Banská Štiavnica";6;"Banskobystrickı";-443397.31;-1270900.68
807478;"Bušovce";523411;"Bušovce";703;"Kemarok";7;"Prešovskı";-316858.15;-1181613.17
807486;"Buzica";521264;"Buzica";806;"Košice - okolie";8;"Košickı";-276121.68;-1260549.19
807508;"Buzitka";511293;"Buzitka";606;"Luèenec";6;"Banskobystrickı";-372089.45;-1277069.44
807567;"Bystrá";527190;"Bystrá";711;"Stropkov";7;"Prešovskı";-219146.54;-1182969.02
807575;"Bystrany";526436;"Bystrany";810;"Spišská Nová Ves";8;"Košickı";-298546.16;-1211404.43
807591;"Bystré";544094;"Bystré";713;"Vranov nad Top¾ou";7;"Prešovskı";-240737.87;-1208579.89
807613;"Bystrièany";513911;"Bystrièany";307;"Prievidza";3;"Trenèiansky";-461424.37;-1236048.54
807630;"Chalmová";513911;"Bystrièany";307;"Prievidza";3;"Trenèiansky";-467613.69;-1232127.62
807648;"Vieska";513911;"Bystrièany";307;"Prievidza";3;"Trenèiansky";-464747.96;-1231820.32
807656;"Bystrièka";511684;"Ozdín";607;"Poltár";6;"Banskobystrickı";-378690.1;-1261482.73
807664;"Bystrièka";512133;"Bystrièka";506;"Martin";5;"ilinskı";-437247.0;-1191196.9
807681;"Byšta";528226;"Byšta";811;"Trebišov";8;"Košickı";-242349.38;-1262319.24
807711;"Hliník nad Váhom";517461;"Bytèa";501;"Bytèa";5;"ilinskı";-454793.74;-1170207.85
807729;"Malá Bytèa";517461;"Bytèa";501;"Bytèa";5;"ilinskı";-459381.28;-1171133.37
807737;"Mikšová";517461;"Bytèa";501;"Bytèa";5;"ilinskı";-461337.61;-1174181.21
807745;"Ve¾ká Bytèa";517461;"Bytèa";501;"Bytèa";5;"ilinskı";-457180.34;-1169704.22
807753;"Bytèica";517402;"ilina";511;"ilina";5;"ilinskı";-443671.49;-1176510.33
807761;"Bzenica";516708;"Bzenica";613;"iar nad Hronom";6;"Banskobystrickı";-448772.72;-1250681.69
807788;"Bzenov";524263;"Bzenov";707;"Prešov";7;"Prešovskı";-268665.64;-1212763.17
807796;"Bzince";505421;"Radošina";406;"Topo¾èany";4;"Nitriansky";-508904.37;-1244698.51
807818;"Dolné Bzince";505897;"Bzince pod Javorinou";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-518057.57;-1212649.21
807826;"Horné Bzince";505897;"Bzince pod Javorinou";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-519666.17;-1211835.93
807834;"Hrubá Strana";505897;"Bzince pod Javorinou";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-519849.82;-1208776.94
807842;"Hrušové";505897;"Bzince pod Javorinou";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-519445.42;-1216245.93
807885;"Bziny";580813;"Bziny";503;"Dolnı Kubín";5;"ilinskı";-399968.15;-1175730.82
807893;"Bzovík";518212;"Bzovík";605;"Krupina";6;"Banskobystrickı";-425718.27;-1274348.14
807915;"Bzovská Lehôtka";518221;"Bzovská Lehôtka";611;"Zvolen";6;"Banskobystrickı";-421529.44;-1265268.67
807923;"Bany";527203;"Bany";711;"Stropkov";7;"Prešovskı";-233977.56;-1200503.33
807931;"Cabaj";545589;"Cabaj-Èápor";403;"Nitra";4;"Nitriansky";-504706.88;-1277237.29
807974;"Cabov";544108;"Cabov";713;"Vranov nad Top¾ou";7;"Prešovskı";-235519.41;-1232609.07
807982;"Cakov";514594;"Cakov";609;"Rimavská Sobota";6;"Banskobystrickı";-340929.35;-1277771.02
807991;"Cejkov";528234;"Cejkov";811;"Trebišov";8;"Košickı";-226959.58;-1269787.51
808008;"Cernina";527211;"Cernina";712;"Svidník";7;"Prešovskı";-244096.72;-1176098.19
808024;"Cerová-Lieskové";504297;"Cerová";205;"Senica";2;"Trnavskı";-548727.07;-1233605.02
808032;"Cerovo";518239;"Cerovo";605;"Krupina";6;"Banskobystrickı";-420460.3;-1282044.23
808113;"Cestice";521272;"Cestice";806;"Košice - okolie";8;"Košickı";-275314.54;-1254004.43
808130;"Cífer";506877;"Cífer";207;"Trnava";2;"Trnavskı";-543093.67;-1263995.86
808156;"Cige¾";513920;"Cige¾";307;"Prievidza";3;"Trenèiansky";-452827.6;-1228823.35
808172;"Cige¾ka";519111;"Cige¾ka";701;"Bardejov";7;"Prešovskı";-267577.63;-1162319.2
808199;"Cigla";527220;"Cigla";712;"Svidník";7;"Prešovskı";-249459.53;-1168762.83
808202;"Cimenná";542776;"Cimenná";301;"Bánovce nad Bebravou";3;"Trenèiansky";-491973.22;-1223279.53
808211;"Cinobaòa";511315;"Cinobaòa";607;"Poltár";6;"Banskobystrickı";-384469.56;-1258975.11
808253;"Èab";582387;"Èab";403;"Nitra";4;"Nitriansky";-505446.84;-1258965.52
808270;"Sila";500640;"Nové Sady";403;"Nitra";4;"Nitriansky";-507660.67;-1257901.72
808288;"Èabalovce";520098;"Èabalovce";705;"Medzilaborce";7;"Prešovskı";-208454.28;-1185248.23
808300;"Èabiny";520101;"Èabiny";705;"Medzilaborce";7;"Prešovskı";-213279.96;-1189419.56
808318;"Èabradskı Vrbovok";518247;"Èabradskı Vrbovok";605;"Krupina";6;"Banskobystrickı";-425327.93;-1282632.87
808334;"Èaèín";508519;"Èerín";601;"Banská Bystrica";6;"Banskobystrickı";-410050.88;-1236575.67
808393;"Èadca";509132;"Èadca";502;"Èadca";5;"ilinskı";-437358.46;-1147600.15
808512;"Horelica";509132;"Èadca";502;"Èadca";5;"ilinskı";-435749.67;-1150040.32
808555;"Èachtice";505901;"Èachtice";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-517568.69;-1222564.09
808571;"Èajkov";502111;"Èajkov";402;"Levice";4;"Nitriansky";-460778.17;-1272265.07
808580;"Èaka";502120;"Èaka";402;"Levice";4;"Nitriansky";-473610.42;-1301838.23
808598;"Èakajovce";500101;"Èakajovce";403;"Nitra";4;"Nitriansky";-502145.15;-1262736.32
808601;"Èakanovce";511323;"Èakanovce";606;"Luèenec";6;"Banskobystrickı";-374423.96;-1289892.71
808636;"Èakanovce";521281;"Èakanovce";806;"Košice - okolie";8;"Košickı";-248177.16;-1234847.6
808644;"Èakany";501514;"Èakany";201;"Dunajská Streda";2;"Trnavskı";-554386.96;-1285956.36
808661;"Èaklov";544116;"Èaklov";713;"Vranov nad Top¾ou";7;"Prešovskı";-235504.38;-1221180.71
808679;"Èalovec";501085;"Èalovec";401;"Komárno";4;"Nitriansky";-513125.92;-1321044.07
808709;"Ve¾kı Meder";501522;"Ve¾kı Meder";201;"Dunajská Streda";2;"Trnavskı";-526991.85;-1318737.02
808733;"Èamovce";511331;"Èamovce";606;"Luèenec";6;"Banskobystrickı";-367053.66;-1287708.8
808750;"Èaòa";521299;"Èaòa";806;"Košice - okolie";8;"Košickı";-259056.63;-1252299.81
808768;"Èankov";502031;"Levice";402;"Levice";4;"Nitriansky";-454195.97;-1286330.93
808776;"Èápor";545589;"Cabaj-Èápor";403;"Nitra";4;"Nitriansky";-506064.17;-1275329.28
808792;"Èaradice";500127;"Èaradice";407;"Zlaté Moravce";4;"Nitriansky";-468093.24;-1265354.75
808806;"Èáry";504319;"Èáry";205;"Senica";2;"Trnavskı";-570097.01;-1223001.65
808814;"Èastá";507857;"Èastá";107;"Pezinok";1;"Bratislavskı";-555092.24;-1253070.5
808831;"Èastkov";504327;"Èastkov";205;"Senica";2;"Trnavskı";-548414.42;-1215124.75
808857;"Èastkovce";505919;"Èastkovce";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-519004.76;-1225455.3
808873;"Èata";555843;"Èata";402;"Levice";4;"Nitriansky";-459855.53;-1312266.98
808881;"Èataj";507865;"Èataj";108;"Senec";1;"Bratislavskı";-544925.34;-1270040.99
808911;"Èavoj";513938;"Èavoj";307;"Prievidza";3;"Trenèiansky";-464683.5;-1207596.16
808971;"Èebovce";515906;"Èebovce";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-415102.33;-1290960.78
808997;"Èeèehov";522392;"Èeèehov";807;"Michalovce";8;"Košickı";-208240.45;-1241634.83
809004;"Èeèejovce";521302;"Èeèejovce";806;"Košice - okolie";8;"Košickı";-277867.9;-1252866.31
809021;"Èechy";503118;"Èechy";404;"Nové Zámky";4;"Nitriansky";-481120.69;-1301118.15
809047;"Èekovce";518255;"Èekovce";605;"Krupina";6;"Banskobystrickı";-422143.67;-1269537.69
809098;"Èe¾adice";500135;"Èe¾adice";403;"Nitra";4;"Nitriansky";-488081.35;-1268896.99
809101;"Èe¾adince";556297;"Èe¾adince";406;"Topo¾èany";4;"Nitriansky";-491435.1;-1247573.88
809110;"Èeláre";515914;"Èeláre";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-397863.56;-1296668.46
809144;"Èelkova Lehota";557561;"Èelkova Lehota";306;"Povaská Bystrica";3;"Trenèiansky";-460907.03;-1194388.41
809161;"Èelovce";515922;"Èelovce";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-423983.05;-1288274.03
809187;"Èelovce";524271;"Èelovce";707;"Prešov";7;"Prešovskı";-250488.46;-1201018.55
809195;"Èe¾ovce";528242;"Èe¾ovce";811;"Trebišov";8;"Košickı";-236175.22;-1254012.99
809217;"Èemerné";544051;"Vranov nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı";-231839.85;-1224587.82
809241;"Èereòany";513946;"Èereòany";307;"Prievidza";3;"Trenèiansky";-464509.0;-1236280.55
809268;"Èerenèany";514608;"Èerenèany";609;"Rimavská Sobota";6;"Banskobystrickı";-357724.57;-1268841.36
809276;"Èerhov";528251;"Èerhov";811;"Trebišov";8;"Košickı";-235516.84;-1269449.27
809284;"Èerín";508519;"Èerín";601;"Banská Bystrica";6;"Banskobystrickı";-410453.3;-1237806.46
809292;"Èermany";542792;"Èermany";406;"Topo¾èany";4;"Nitriansky";-501843.48;-1251279.83
809314;"Èerník";503126;"Èerník";404;"Nové Zámky";4;"Nitriansky";-490301.93;-1286518.77
809322;"Èernina";520110;"Èernina";702;"Humenné";7;"Prešovskı";-219706.83;-1204284.05
809331;"Èernochov";528269;"Èernochov";811;"Trebišov";8;"Košickı";-229564.51;-1271850.36
809349;"Èertiné";520128;"Èertiné";705;"Medzilaborce";7;"Prešovskı";-218463.1;-1170105.72
809357;"Èervená Voda";524280;"Èervená Voda";708;"Sabinov";7;"Prešovskı";-273364.2;-1192826.89
809365;"Èerveòany";515931;"Èerveòany";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-403190.1;-1269259.93
809381;"Èervenica";524301;"Èervenica";707;"Prešov";7;"Prešovskı";-247394.23;-1220594.83
809403;"Èervenica pri Sabinove";524298;"Èervenica pri Sabinove";708;"Sabinov";7;"Prešovskı";-277626.79;-1191616.18
809411;"Èerveník";506885;"Èerveník";203;"Hlohovec";2;"Trnavskı";-522100.38;-1250100.42
809420;"Èervenı Hrádok";555916;"Èervenı Hrádok";407;"Zlaté Moravce";4;"Nitriansky";-477303.58;-1272280.61
809438;"Èervenı Kameò";512931;"Èervenı Kameò";302;"Ilava";3;"Trenèiansky";-487376.0;-1181680.3
809446;"Èervenı Kláštor";523429;"Èervenı Kláštor";703;"Kemarok";7;"Prešovskı";-320015.71;-1161246.2
809462;"Èeské Brezovo";511340;"Èeské Brezovo";607;"Poltár";6;"Banskobystrickı";-371971.24;-1256508.82
809489;"Zlatno";582051;"Zlatno";607;"Poltár";6;"Banskobystrickı";-369892.48;-1255985.7
809497;"Èièarovce";528277;"Èièarovce";807;"Michalovce";8;"Košickı";-208134.15;-1262355.44
809501;"Èièava";544124;"Èièava";713;"Vranov nad Top¾ou";7;"Prešovskı";-231623.26;-1217920.16
809519;"Èièmany";517470;"Èièmany";511;"ilina";5;"ilinskı";-461576.55;-1200026.06
809527;"Èíèov";501093;"Èíèov";401;"Komárno";4;"Nitriansky";-529245.38;-1325427.08
809551;"Èierna";528285;"Èierna";811;"Trebišov";8;"Košickı";-200714.22;-1274114.62
809560;"Èierna Lehota";542806;"Èierna Lehota";301;"Bánovce nad Bebravou";3;"Trenèiansky";-475777.16;-1208835.15
809586;"Èierna Lehota";525596;"Èierna Lehota";808;"Roòava";8;"Košickı";-338590.7;-1233451.67
809594;"Èierna nad Tisou";528293;"Èierna nad Tisou";811;"Trebišov";8;"Košickı";-203043.98;-1275648.35
809616;"Èierna Voda";503690;"Èierna Voda";202;"Galanta";2;"Trnavskı";-534546.21;-1286496.36
809624;"Èierne";509159;"Èierne";502;"Èadca";5;"ilinskı";-433810.66;-1142251.24
809675;"Èierne K¾aèany";500151;"Èierne K¾aèany";407;"Zlaté Moravce";4;"Nitriansky";-472658.86;-1266666.73
809691;"Èierne nad Top¾ou";544132;"Èierne nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı";-238941.24;-1211186.17
809705;"Èierne Pole";528307;"Èierne Pole";807;"Michalovce";8;"Košickı";-203511.99;-1257475.51
809713;"Èierny Balog";508527;"Èierny Balog";603;"Brezno";6;"Banskobystrickı";-378385.31;-1233713.05
809764;"Èierny Brod";503703;"Èierny Brod";202;"Galanta";2;"Trnavskı";-531341.2;-1283097.88
809772;"Heï";503703;"Èierny Brod";202;"Galanta";2;"Trnavskı";-533344.24;-1283541.26
809799;"Zúgov";503703;"Èierny Brod";202;"Galanta";2;"Trnavskı";-535138.01;-1280680.58
809802;"Ostrov";503703;"Èierny Brod";202;"Galanta";2;"Trnavskı";-536740.51;-1287482.97
809811;"Èierny Potok";514616;"Èierny Potok";609;"Rimavská Sobota";6;"Banskobystrickı";-362358.58;-1281170.43
809845;"Èifáre";500160;"Èifáre";403;"Nitra";4;"Nitriansky";-476748.77;-1278857.17
809853;"Èiliská Radvaò";501531;"Èiliská Radvaò";201;"Dunajská Streda";2;"Trnavskı";-532643.02;-1319750.21
809870;"Èimhová";518719;"Èimhová";510;"Tvrdošín";5;"ilinskı";-372419.3;-1162953.78
809896;"Èirè";526673;"Èirè";710;"Stará ¼ubovòa";7;"Prešovskı";-282701.47;-1176918.92
809900;"Èí";514624;"Èí";609;"Rimavská Sobota";6;"Banskobystrickı";-337922.98;-1281181.4
809934;"Èiatice";521311;"Èiatice";806;"Košice - okolie";8;"Košickı";-252925.34;-1232099.3
809942;"Èoltovo";525600;"Èoltovo";808;"Roòava";8;"Košickı";-327440.32;-1261393.66
809951;"Èremošné";512141;"Èremošné";509;"Turèianske Teplice";5;"ilinskı";-430841.63;-1216845.6
809969;"Èukalovce";520136;"Èukalovce";709;"Snina";7;"Prešovskı";-195005.95;-1200442.79
809977;"Èuklasovce";545651;"Ve¾ké Drkovce";301;"Bánovce nad Bebravou";3;"Trenèiansky";-491689.2;-1221976.84
803324;"Bodovce";524204;"Bodovce";708;"Sabinov";7;"Prešovskı";-265883.95;-1196619.71
803332;"Svätá Mária";528153;"Svätá Mária";811;"Trebišov";8;"Košickı";-221516.21;-1271330.31
803341;"Bodrual";527149;"Bodrual";712;"Svidník";7;"Prešovskı";-226703.66;-1170876.43
803359;"Bodza";501042;"Bodza";401;"Komárno";4;"Nitriansky";-521596.45;-1318943.1
803367;"Bodzianske Lúky";555819;"Bodzianske Lúky";401;"Komárno";4;"Nitriansky";-517388.47;-1314784.11
803375;"Bogliarka";519073;"Bogliarka";701;"Bardejov";7;"Prešovskı";-268551.14;-1178012.32
803383;"Bohatá";501140;"Hurbanovo";401;"Komárno";4;"Nitriansky";-494158.43;-1316311.58
803413;"Bohdanovce";521205;"Bohdanovce";806;"Košice - okolie";8;"Košickı";-252360.75;-1247436.62
803421;"Bohdanovce nad Trnavou";506796;"Bohdanovce nad Trnavou";207;"Trnava";2;"Trnavskı";-537947.17;-1251868.13
803430;"Bohe¾ov";501506;"Bohe¾ov";201;"Dunajská Streda";2;"Trnavskı";-532598.03;-1311527.08
803448;"Bohunice";580937;"Bohunice";402;"Levice";4;"Nitriansky";-449630.02;-1269814.39
803456;"Bohunice";582301;"Bohunice";302;"Ilava";3;"Trenèiansky";-485207.44;-1190802.55
803464;"Bohúòovo";525553;"Bohúòovo";808;"Roòava";8;"Košickı";-327375.56;-1259470.59
803472;"Tiba";525553;"Bohúòovo";808;"Roòava";8;"Košickı";-329271.72;-1259266.24
803481;"Bojná";542717;"Bojná";406;"Topo¾èany";4;"Nitriansky";-500693.88;-1236747.66
803499;"Malé Dvorany";542717;"Bojná";406;"Topo¾èany";4;"Nitriansky";-500562.83;-1239467.01
803511;"Bojnice";513903;"Bojnice";307;"Prievidza";3;"Trenèiansky";-458615.32;-1220247.27
803537;"Dubnica";513903;"Bojnice";307;"Prievidza";3;"Trenèiansky";-458465.05;-1218134.07
803553;"Bojnièky";506800;"Bojnièky";203;"Hlohovec";2;"Trnavskı";-519765.12;-1258635.03
803561;"Bo¾";528161;"Bo¾";811;"Trebišov";8;"Košickı";-213595.15;-1268691.78
803570;"Boldog";503681;"Boldog";108;"Senec";1;"Bratislavskı";-548919.77;-1272934.47
803588;"Boleráz";506818;"Boleráz";207;"Trnava";2;"Trnavskı";-541891.27;-1247797.79
803596;"Klèovany";506818;"Boleráz";207;"Trnava";2;"Trnavskı";-540494.43;-1249501.01
803600;"Bolešov";512885;"Bolešov";302;"Ilava";3;"Trenèiansky";-489456.65;-1192605.0
803626;"Boliarov";521213;"Boliarov";806;"Košice - okolie";8;"Košickı";-249594.85;-1230387.22
803642;"Bo¾kovce";511251;"Bo¾kovce";606;"Luèenec";6;"Banskobystrickı";-376985.38;-1275301.11
803669;"Borcová";512109;"Borcová";509;"Turèianske Teplice";5;"ilinskı";-437957.51;-1205762.03
803677;"Borèany";556793;"Borèany";301;"Bánovce nad Bebravou";3;"Trenèiansky";-486314.69;-1231245.1
803685;"Borèice";557391;"Borèice";302;"Ilava";3;"Trenèiansky";-489806.83;-1195266.06
803693;"Borinka";507831;"Borinka";106;"Malacky";1;"Bratislavskı";-570096.18;-1267816.88
803707;"Vaèková";507831;"Borinka";106;"Malacky";1;"Bratislavskı";-583602.83;-1265942.92
803715;"Bôrka";525561;"Bôrka";808;"Roòava";8;"Košickı";-298411.79;-1246540.88
803723;"Borov";520471;"Medzilaborce";705;"Medzilaborce";7;"Prešovskı";-213727.93;-1176425.91
803740;"Borová";506826;"Borová";207;"Trnava";2;"Trnavskı";-546841.39;-1256380.28
803758;"Borovce";506834;"Borovce";204;"Piešany";2;"Trnavskı";-523150.73;-1237294.89
803766;"Borskı Svätı Jur";504220;"Borskı Svätı Jur";205;"Senica";2;"Trnavskı";-571869.15;-1230449.05
803804;"Borskı Mikuláš";504238;"Borskı Mikuláš";205;"Senica";2;"Trnavskı";-561181.02;-1229498.02
803821;"Borskı Peter";504238;"Borskı Mikuláš";205;"Senica";2;"Trnavskı";-557843.76;-1228093.28
803847;"Borša";528170;"Borša";811;"Trebišov";8;"Košickı";-231637.18;-1276980.99
803855;"Bory";502090;"Bory";402;"Levice";4;"Nitriansky";-451556.95;-1286592.02
803863;"Bošáca";505871;"Bošáca";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-511938.52;-1209301.79
803871;"Haluzice";556424;"Haluzice";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-510724.21;-1209718.98
803901;"Baštín";542733;"Bošany";305;"Partizánske";3;"Trenèiansky";-486130.8;-1242781.75
803910;"Malé Bošany";542733;"Bošany";305;"Partizánske";3;"Trenèiansky";-484077.39;-1239673.08
803936;"Ve¾ké Bošany";542733;"Bošany";305;"Partizánske";3;"Trenèiansky";-485342.17;-1241144.5
803944;"Boany";528188;"Boany";811;"Trebišov";8;"Košickı";-202030.67;-1271930.18
803961;"Bottovo";514551;"Bottovo";609;"Rimavská Sobota";6;"Banskobystrickı";-347265.59;-1279702.35
803987;"Boèice";528676;"Parchovany";811;"Trebišov";8;"Košickı";-226600.36;-1237102.13
804002;"Bracovce";522368;"Bracovce";807;"Michalovce";8;"Košickı";-221540.37;-1250137.25
804011;"Brádno";514829;"Hnúša";609;"Rimavská Sobota";6;"Banskobystrickı";-355400.84;-1251020.72
